index,UF,CATEGORIA,JANEIRO,FEVEREIRO,MARÇO,ABRIL,MAIO,JUNHO,JULHO,AGOSTO,SETEMBRO,OUTUBRO,NOVEMBRO,DEZEMBRO,TOTAL,ANO,NOVA_CATEGORIA
1254,RO,Pessoa física,13.0,26.0,111.0,97.0,29.0,59.0,105.0,94.0,33.0,29.0,2.0,2.0,600.0,2016,
1255,RO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1256,RO,Segurança Privada,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2016,
1257,RO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1258,RO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1259,RO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1260,RR,Pessoa física,7.0,6.0,2.0,3.0,3.0,7.0,5.0,4.0,8.0,9.0,0.0,5.0,59.0,2016,
1261,RR,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1262,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1263,RR,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1264,RR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1265,RR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1266,RS,Pessoa física,453.0,294.0,529.0,524.0,507.0,439.0,512.0,415.0,567.0,440.0,392.0,264.0,5336.0,2016,
1267,RS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1268,RS,Segurança Privada,0.0,4.0,20.0,4.0,0.0,0.0,10.0,2.0,5.0,7.0,0.0,0.0,52.0,2016,
1269,RS,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016,
1270,RS,Loja de Arma,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2016,
1271,RS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1272,SC,Pessoa física,299.0,237.0,279.0,302.0,365.0,347.0,326.0,295.0,288.0,266.0,219.0,185.0,3408.0,2016,
1273,SC,Segurança Pública,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,18.0,2016,
1274,SC,Segurança Privada,0.0,102.0,13.0,0.0,6.0,14.0,7.0,6.0,0.0,58.0,0.0,0.0,206.0,2016,
1275,SC,Órgão Público,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,504.0,507.0,2016,
1276,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2016,
1277,SC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1278,SE,Pessoa física,8.0,25.0,18.0,13.0,25.0,23.0,10.0,25.0,11.0,13.0,8.0,9.0,188.0,2016,
1279,SE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1280,SE,Segurança Privada,0.0,0.0,0.0,9.0,0.0,4.0,0.0,1.0,6.0,2.0,3.0,10.0,35.0,2016,
1281,SE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,2016,
1282,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1283,SE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2016,
1284,SP,Pessoa física,210.0,231.0,247.0,226.0,273.0,200.0,210.0,305.0,158.0,105.0,172.0,177.0,2514.0,2016,
1285,SP,Segurança Pública,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2016,
1286,SP,Segurança Privada,154.0,217.0,221.0,33.0,19.0,37.0,74.0,74.0,40.0,39.0,60.0,149.0,1117.0,2016,
1287,SP,Órgão Público,0.0,15.0,66.0,96.0,28.0,69.0,156.0,135.0,2.0,100.0,82.0,8.0,757.0,2016,
1288,SP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,19.0,2016,
1289,SP,Outros Tipos,10.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,2016,
1290,TO,Pessoa física,4.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,4.0,0.0,1.0,1.0,21.0,2016,
1291,TO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1292,TO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1293,TO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1294,TO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1295,TO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,
1296,AC,Pessoa física,23.0,22.0,31.0,29.0,25.0,16.0,29.0,28.0,13.0,2.0,3.0,2.0,223.0,2017,
1297,AC,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1298,AC,Segurança Privada,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2017,
1299,AC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1300,AC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1301,AC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1302,AL,Pessoa física,33.0,33.0,29.0,32.0,25.0,38.0,36.0,35.0,25.0,39.0,32.0,29.0,386.0,2017,
1303,AL,Segurança Pública,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,3.0,1.0,206.0,2017,
1304,AL,Segurança Privada,1.0,2.0,26.0,0.0,2.0,13.0,0.0,1.0,0.0,2.0,2.0,26.0,75.0,2017,
1305,AL,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1306,AL,Loja de Arma,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017,
1307,AL,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2017,
1308,AM,Pessoa física,39.0,8.0,41.0,24.0,16.0,24.0,18.0,0.0,1.0,8.0,22.0,4.0,205.0,2017,
1309,AM,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1310,AM,Segurança Privada,0.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2017,
1311,AM,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1312,AM,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1313,AM,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1314,AP,Pessoa física,12.0,8.0,14.0,16.0,11.0,4.0,22.0,30.0,17.0,19.0,20.0,19.0,192.0,2017,
1315,AP,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1316,AP,Segurança Privada,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,2017,
1317,AP,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1318,AP,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1319,AP,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1320,BA,Pessoa física,64.0,75.0,49.0,53.0,47.0,59.0,41.0,58.0,62.0,100.0,43.0,40.0,691.0,2017,
1321,BA,Segurança Pública,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017,
1322,BA,Segurança Privada,62.0,61.0,15.0,38.0,13.0,17.0,10.0,1.0,0.0,0.0,27.0,61.0,305.0,2017,
1323,BA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,23.0,55.0,2017,
1324,BA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1325,BA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1326,CE,Pessoa física,43.0,33.0,57.0,49.0,36.0,28.0,28.0,37.0,97.0,69.0,39.0,15.0,531.0,2017,
1327,CE,Segurança Pública,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,149.0,2017,
1328,CE,Segurança Privada,3.0,0.0,8.0,7.0,17.0,25.0,25.0,19.0,57.0,24.0,59.0,10.0,254.0,2017,
1329,CE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2017,
1330,CE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1331,CE,Outros Tipos,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2017,
1332,DF,Pessoa física,27.0,13.0,43.0,35.0,29.0,42.0,54.0,53.0,50.0,63.0,60.0,68.0,537.0,2017,
1333,DF,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1334,DF,Segurança Privada,8.0,13.0,11.0,0.0,6.0,22.0,14.0,0.0,43.0,1.0,6.0,11.0,135.0,2017,
1335,DF,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1336,DF,Loja de Arma,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,8.0,2017,
1337,DF,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1338,ES,Pessoa física,68.0,63.0,92.0,68.0,74.0,114.0,168.0,296.0,193.0,168.0,90.0,47.0,1441.0,2017,
1339,ES,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1340,ES,Segurança Privada,24.0,6.0,0.0,3.0,9.0,3.0,0.0,5.0,0.0,7.0,4.0,0.0,61.0,2017,
1341,ES,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1342,ES,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1343,ES,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1344,GO,Pessoa física,368.0,232.0,202.0,173.0,361.0,244.0,248.0,463.0,388.0,359.0,104.0,96.0,3238.0,2017,
1345,GO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,2017,
1346,GO,Segurança Privada,0.0,75.0,152.0,5.0,0.0,14.0,60.0,19.0,12.0,43.0,13.0,381.0,774.0,2017,
1347,GO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1348,GO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2017,
1349,GO,Outros Tipos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,2017,
1350,MA,Pessoa física,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2017,
1351,MA,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1352,MA,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1353,MA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1354,MA,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1355,MA,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1356,MG,Pessoa física,81.0,81.0,133.0,182.0,238.0,273.0,358.0,351.0,307.0,241.0,248.0,249.0,2742.0,2017,
1357,MG,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1358,MG,Segurança Privada,192.0,4.0,126.0,20.0,14.0,35.0,78.0,10.0,44.0,15.0,16.0,16.0,570.0,2017,
1359,MG,Órgão Público,0.0,37.0,163.0,332.0,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,2017,
1360,MG,Loja de Arma,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,2017,
1361,MG,Outros Tipos,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2017,
1362,MS,Pessoa física,48.0,64.0,26.0,9.0,11.0,42.0,34.0,35.0,36.0,12.0,18.0,23.0,358.0,2017,
1363,MS,Segurança Pública,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2017,
1364,MS,Segurança Privada,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2017,
1365,MS,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1366,MS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1367,MS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1368,MT,Pessoa física,53.0,39.0,68.0,59.0,62.0,78.0,101.0,91.0,76.0,94.0,55.0,39.0,815.0,2017,
1369,MT,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1370,MT,Segurança Privada,0.0,18.0,0.0,2.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,36.0,2017,
1371,MT,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1372,MT,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,2017,
1373,MT,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1374,PA,Pessoa física,80.0,28.0,20.0,32.0,36.0,66.0,71.0,102.0,75.0,73.0,71.0,84.0,738.0,2017,
1375,PA,Segurança Pública,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2017,
1376,PA,Segurança Privada,16.0,27.0,0.0,12.0,31.0,32.0,10.0,8.0,3.0,40.0,15.0,44.0,238.0,2017,
1377,PA,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1378,PA,Loja de Arma,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017,
1379,PA,Outros Tipos,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2017,
1380,PB,Pessoa física,55.0,46.0,65.0,71.0,89.0,61.0,49.0,67.0,56.0,79.0,58.0,43.0,739.0,2017,
1381,PB,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1382,PB,Segurança Privada,6.0,0.0,19.0,10.0,4.0,0.0,5.0,9.0,0.0,0.0,1.0,15.0,69.0,2017,
1383,PB,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1384,PB,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1385,PB,Outros Tipos,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,2017,
1386,PE,Pessoa física,80.0,57.0,137.0,78.0,76.0,96.0,77.0,123.0,87.0,147.0,88.0,111.0,1157.0,2017,
1387,PE,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2017,
1388,PE,Segurança Privada,0.0,47.0,97.0,14.0,13.0,10.0,96.0,0.0,13.0,0.0,0.0,0.0,290.0,2017,
1389,PE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1390,PE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2017,
1391,PE,Outros Tipos,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,16.0,2017,
1392,PI,Pessoa física,24.0,36.0,23.0,38.0,32.0,43.0,35.0,45.0,32.0,37.0,23.0,14.0,382.0,2017,
1393,PI,Segurança Pública,0.0,749.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,60.0,0.0,0.0,1308.0,2017,
1394,PI,Segurança Privada,0.0,0.0,8.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,21.0,52.0,2017,
1395,PI,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,99.0,2017,
1396,PI,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2017,
1397,PI,Outros Tipos,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2017,
1398,PR,Pessoa física,151.0,205.0,358.0,342.0,378.0,461.0,416.0,470.0,308.0,432.0,543.0,394.0,4458.0,2017,
1399,PR,Segurança Pública,0.0,0.0,160.0,11.0,446.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,625.0,2017,
1400,PR,Segurança Privada,120.0,2.0,9.0,9.0,20.0,19.0,9.0,33.0,22.0,10.0,13.0,92.0,358.0,2017,
1401,PR,Órgão Público,0.0,0.0,0.0,0.0,0.0,30.0,0.0,27.0,1.0,1.0,2.0,5.0,66.0,2017,
1402,PR,Loja de Arma,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2017,
1403,PR,Outros Tipos,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2017,
1404,RJ,Pessoa física,150.0,80.0,105.0,83.0,141.0,131.0,132.0,104.0,96.0,100.0,75.0,103.0,1300.0,2017,
1405,RJ,Segurança Pública,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2017,
1406,RJ,Segurança Privada,5.0,3.0,57.0,10.0,0.0,16.0,43.0,23.0,90.0,7.0,44.0,14.0,312.0,2017,
1407,RJ,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1408,RJ,Loja de Arma,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,2017,
1409,RJ,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,10.0,2017,
1410,RN,Pessoa física,41.0,58.0,41.0,119.0,170.0,93.0,101.0,132.0,59.0,89.0,53.0,76.0,1032.0,2017,
1411,RN,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2017,
1412,RN,Segurança Privada,43.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,20.0,0.0,76.0,2017,
1413,RN,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1414,RN,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1415,RN,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1416,RO,Pessoa física,50.0,26.0,17.0,127.0,102.0,41.0,57.0,78.0,51.0,97.0,63.0,41.0,750.0,2017,
1417,RO,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1418,RO,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1419,RO,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1420,RO,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,2017,
1421,RO,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1422,RR,Pessoa física,6.0,9.0,7.0,2.0,0.0,0.0,6.0,16.0,11.0,14.0,12.0,9.0,92.0,2017,
1423,RR,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,293.0,2017,
1424,RR,Segurança Privada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1425,RR,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1426,RR,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1427,RR,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1428,RS,Pessoa física,434.0,355.0,487.0,493.0,417.0,367.0,444.0,711.0,464.0,552.0,465.0,436.0,5625.0,2017,
1429,RS,Segurança Pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2017,
1430,RS,Segurança Privada,0.0,0.0,2.0,1.0,6.0,37.0,0.0,4.0,0.0,1.0,21.0,0.0,72.0,2017,
1431,RS,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1432,RS,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1433,RS,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1434,SC,Pessoa física,312.0,264.0,332.0,279.0,468.0,253.0,250.0,362.0,179.0,350.0,252.0,409.0,3710.0,2017,
1435,SC,Segurança Pública,16.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,71.0,2017,
1436,SC,Segurança Privada,0.0,1.0,6.0,10.0,0.0,0.0,6.0,10.0,0.0,0.0,4.0,20.0,57.0,2017,
1437,SC,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,2017,
1438,SC,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2017,
1439,SC,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1440,SE,Pessoa física,34.0,29.0,44.0,73.0,55.0,34.0,27.0,30.0,34.0,53.0,43.0,13.0,469.0,2017,
1441,SE,Segurança Pública,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,10.0,74.0,506.0,2017,
1442,SE,Segurança Privada,0.0,9.0,0.0,0.0,16.0,0.0,1.0,24.0,6.0,1.0,1.0,19.0,77.0,2017,
1443,SE,Órgão Público,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1444,SE,Loja de Arma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1445,SE,Outros Tipos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,
1446,SP,Pessoa física,156.0,125.0,198.0,204.0,145.0,155.0,152.0,232.0,226.0,168.0,137.0,329.0,2227.0,2017,
1447,SP,Segurança Pública,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2017,
1448,SP,Segurança Privada,337.0,68.0,104.0,27.0,36.0,250.0,25.0,111.0,21.0,105.0,20.0,10.0,1114.0,2017,
1449,SP,Órgão Público,8.0,8.0,0.0,0.0,0.0,22.0,0.0,34.0,0.0,0.0,34.0,133.0,239.0,2017,
1450,SP,Loja de Arma,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,12.0,62.0,2017,
1451,SP,Outros Tipos,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2017,
